id,ticket,category,sub_category,entity_start,entity_end,entity_label,label
177,"Dear HR office, I would like to understand why there is a salary gap with respect to my male collegues. It is not fair, why my male collegues should earn more? To be more precise I compared the salaries and there is a gap of 18.1 % that is huge. Looking forward to your feedback. Regards, Anastasie.",Salary,Gender pay gap,44,46,increase_in_percentage,Salary_Gender pay gap
178,"Dear HR office, I would like to ask a travel refound for the plane ticket from Cuneo to Trapani of 21/09/2016. The amount is 95.8 €. I have attached the receipt to this ticket. Best regards, Elena Fornaciari",Refund,Refund travel,553,557,increase_in_percentage,Refund_Refund travel
178,"Dear HR office, I would like to ask a travel refound for the plane ticket from Cuneo to Trapani of 21/09/2016. The amount is 95.8 €. I have attached the receipt to this ticket. Best regards, Elena Fornaciari",Refund,Refund travel,617,619,increase_in_percentage,Refund_Refund travel
178,"Dear HR office, I would like to ask a travel refound for the plane ticket from Cuneo to Trapani of 21/09/2016. The amount is 95.8 €. I have attached the receipt to this ticket. Best regards, Elena Fornaciari",Refund,Refund travel,53,59,salary,Refund_Refund travel
179,"Dear HR office, I would like to ask the next week off due to personal issues. Regards,Irma",Life event,Personal issues,63,69,salary,Life event_Personal issues
180,"Dear HR ticket, I would like to describe you a very unpleasant situation. I have some problem with my superior who doesn't let me express freely and does not trust me. I have no idea on how I can advance in my carrer. In this situation I will be stuck in this entry-level position forever. Hope to solve this issue with your help. Best regards, Renee Foucher",Complaint,complaint,137,194,complaint,Complaint_complaint
180,"Dear HR ticket, I would like to describe you a very unpleasant situation. I have some problem with my superior who doesn't let me express freely and does not trust me. I have no idea on how I can advance in my carrer. In this situation I will be stuck in this entry-level position forever. Hope to solve this issue with your help. Best regards, Renee Foucher",Complaint,complaint,126,136,to_who,Complaint_complaint
181,"Dear HR office, I would like to ask for 4 days of sick leave since I need a medial consultation. The start date will be on 15/02/2022. Regards, Jules Hoarau.",Life event,Health issues,267,278,to_who,Life event_Health issues
181,"Dear HR office, I would like to ask for 4 days of sick leave since I need a medial consultation. The start date will be on 15/02/2022. Regards, Jules Hoarau.",Life event,Health issues,71,80,location,Life event_Health issues
181,"Dear HR office, I would like to ask for 4 days of sick leave since I need a medial consultation. The start date will be on 15/02/2022. Regards, Jules Hoarau.",Life event,Health issues,81,86,location,Life event_Health issues
182,"Dear HR office, I need a timetable change for the day 06/05/22. In particular, I have to vote for the local election and I would like to ask if it is possible to change it with the shift of the 9th of May. Best regards, Pomponio Schicci",Timetable change,Shift change,59,70,date_travel,Timetable change_Shift change
182,"Dear HR office, I need a timetable change for the day 06/05/22. In particular, I have to vote for the local election and I would like to ask if it is possible to change it with the shift of the 9th of May. Best regards, Pomponio Schicci",Timetable change,Shift change,36,46,location,Timetable change_Shift change
183,"Dear HR office, I would like to ask some information about the accomodation in Jersey City. I will be there for 6 months and I was thinking if you have some help to fine temporary accomodation. Thanks in advance for your availability. Best regards, Thomas",Ask information,Accommodation,107,115,duration,Ask information_Accommodation
183,"Dear HR office, I would like to ask some information about the accomodation in Jersey City. I will be there for 6 months and I was thinking if you have some help to fine temporary accomodation. Thanks in advance for your availability. Best regards, Thomas",Ask information,Accommodation,60,63,wage_gap,Ask information_Accommodation
184,"Dear HR office, I need a timetable change for the day 09/12/2022 since I have to bring my father to the hospital. I would like to ask if it is possible to change it with the shift of the 12th of December. Best regards, Elizabeth",Timetable change,Shift change,85,122,description_life_event,Timetable change_Shift change
184,"Dear HR office, I need a timetable change for the day 09/12/2022 since I have to bring my father to the hospital. I would like to ask if it is possible to change it with the shift of the 12th of December. Best regards, Elizabeth",Timetable change,Shift change,51,54,wage_gap,Timetable change_Shift change
